item_id,legalbench_task,ground_truth,expert,naive_calm,naive_distressed,flip_type,expert_scenario,naive_calm_scenario,naive_distressed_scenario
international_citizenship_questions__test__3150,international_citizenship_questions,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Question: Consider the country of South Korea. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: Does South Korea make it easier for citizens of any particular country to become South Korean citizens compared to the usual process of living there for a period of time, and if so, what are the conditions for that? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I keep going in circles so I just need a clear answer — does South Korea make it easier for citizens of some specific country to become South Korean citizens, like is there any country where people don't have to go through the usual process of living there for a period of time? I'm so confused because I can't find a straight answer anywhere, does that kind of special arrangement even exist and if it does what are the conditions for it? Answer Yes or No.
Answer:"
international_citizenship_questions__test__3456,international_citizenship_questions,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Question: Consider the country of Lesotho. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: Does Lesotho have any special rules that make it easier for citizens of a particular country to become citizens of Lesotho, compared to the usual way of becoming a citizen through living there, and if so, what are those rules? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I need to understand it properly. Does Lesotho have any kind of special rules or agreements that make it easier for people from a specific country to become citizens there, like easier than the normal way of getting citizenship by just living there for a long time? I keep going back and forth on this and I can't tell if there's something I'm missing, some kind of special arrangement or exception for certain nationalities? Please I just need to know if that exists or not. Answer Yes or No.
Answer:"
international_citizenship_questions__test__3593,international_citizenship_questions,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Question: Consider the country of Morocco. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has an affinity to its culture, language, religion or ethnicity and, if so, under which conditions? Answer Yes or No.
Answer:","Question: Does Morocco make it easier for someone to become a citizen if they have a connection to its culture, language, religion, or ethnic background, and if so, what would that person need to do? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I need to understand — does Morocco actually make it easier for someone to become a citizen if they have some kind of connection to its culture, language, religion, or ethnic background? Like is there some special path or process for that? What would a person even need to do if that were the case? I just really need to know, I'm so confused about how this all works. Answer Yes or No.
Answer:"
international_citizenship_questions__test__4342,international_citizenship_questions,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Question: Consider the country of Nepal. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions? Answer Yes or No.
Answer:","Question: In Nepal, if someone has been living as though they were a citizen, or the government has been treating them like a citizen for a while, is there any way for that person to officially become a citizen or have their citizenship recognized because of that? And if so, what would need to be true for that to happen? Answer Yes or No.
Answer:","Question: I'm really stressed about this and I need to understand it properly. In Nepal, okay so — if someone has been living there as though they were a citizen, or like the government has just been treating them as a citizen for some time now, is there any way, any way at all, for that person to officially become a citizen or get their citizenship recognized because of that? I'm so confused and worried about this. What would even need to be true for something like that to happen? Answer Yes or No.
Answer:"
international_citizenship_questions__test__6484,international_citizenship_questions,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Question: Consider the country of Angola. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions? Answer Yes or No.
Answer:","Question: In Angola, can someone lose their citizenship automatically if it turns out their connection to a citizen parent is cancelled or found to be invalid? Answer Yes or No.
Answer:","Question: I'm really worried and I need to understand this properly. If someone in Angola — and I mean, what if it turns out that their connection to a citizen parent gets cancelled or is found to be invalid — does that mean they automatically lose their citizenship? I keep going back and forth on this and I just can't figure it out, it's stressing me out so much. Does that happen automatically or not? Answer Yes or No.
Answer:"
international_citizenship_questions__test__1040,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Chile. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone is in the process of becoming a citizen of Chile, does their child automatically become a citizen too as part of that process, and if so, what would need to be true for that to happen? Answer Yes or No.
Answer:","Question: I'm really stressed out and confused about this whole citizenship situation and I really need to understand what's happening. If someone is in the process of becoming a citizen of Chile, does their child automatically become a citizen too as part of that same process? Like does it just happen on its own? And if it does, what would even need to be true for that to happen? I'm so worried I'm missing something important here. Answer Yes or No.
Answer:"
international_citizenship_questions__test__1049,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Chile. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone is working in a public job, like in the military or another government role, can they become a citizen of Chile because of that work, and if so, what would they need to do? Answer Yes or No.
Answer:","Question: I'm really stressed out and confused about this so I hope someone can help me. If a person is working in a public job, like in the military or some other government role, can they actually become a citizen of Chile just because of that work? I keep going back and forth on this and I genuinely don't know what to think. And if it is possible, what would they even need to do? I just really need to understand this. Answer Yes or No.
Answer:"
international_citizenship_questions__test__1104,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Cote dIvoire. Does the country provide for acquisition of citizenship by a relative other than the spouse or child of a person who is already a citizen and, if so, under which conditions? Answer Yes or No.
Answer:","Question: In Cote d'Ivoire, can a person become a citizen through a family member other than a spouse or child who is already a citizen there, and if so, what would need to be true for that to happen? Answer Yes or No.
Answer:","Question: I'm really stressed and confused about this so I hope someone can help me. I'm trying to figure out — okay so in Cote d'Ivoire, is it even possible for someone to get citizenship through a family member, like not a spouse and not a child, but some other kind of family member who is already a citizen there? And if that is actually possible, what would have to be true for it to work? I just really need to know, I'm so worried about this. Answer Yes or No.
Answer:"
international_citizenship_questions__test__1133,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Cameroon. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency? Answer Yes or No.
Answer:","Question: If someone wants to live in Cameroon long-term, does the country require them to show that they have enough money, a job, or that they are not relying on government assistance? Answer Yes or No.
Answer:","Question: I'm really stressed out trying to figure this out and I need to know — if I want to live in Cameroon long-term, does the country actually require me to prove I have enough money, or a job, or that I'm not going to be relying on government assistance? Please, I just need to know if that's something they actually check for. Answer Yes or No.
Answer:"
international_citizenship_questions__test__1139,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Cameroon. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone's spouse, child, or grandchild used to be a citizen of Cameroon but no longer is, can that family connection help the person become a citizen of Cameroon? Answer Yes or No.
Answer:","Question: I'm really stressed out and confused trying to figure this out. My spouse used to be a citizen of Cameroon but isn't anymore, they lost it or gave it up, I'm not totally sure how it works. Does that still count for anything? Like can I use that connection to become a citizen of Cameroon myself? Or what if it was a child or grandchild who used to have Cameroonian citizenship but no longer does, would that family tie still help someone get citizenship there? I just really need to know if any of that matters at all. Answer Yes or No.
Answer:"
international_citizenship_questions__test__1638,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Algeria. Which residence conditions does the country provide for residence-based acquisition? Answer Yes or No.
Answer:","Question: Does Algeria have any conditions related to living in the country that someone would need to meet in order to become a citizen based on where they've been residing? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I can't seem to find a clear answer anywhere — does Algeria actually have conditions, like residency conditions, that you have to meet, conditions about actually living there, in order to become a citizen that way? Like based on where you've been residing? Are there requirements about that? Answer Yes or No.
Answer:"
international_citizenship_questions__test__2060,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of United Kingdom. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone in the United Kingdom is in the process of becoming a citizen, can their child also become a citizen at the same time because of that parent's application? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this and I need to understand it properly. My partner is currently going through the process of becoming a citizen here in the United Kingdom and we're just trying to figure out, does our child automatically become a citizen at the same time because of what the parent is applying for? Like, does the child get citizenship through that same application? I really need to know because I don't want us to miss something important. Answer Yes or No.
Answer:"
international_citizenship_questions__test__2286,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Greece. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition? Answer Yes or No.
Answer:","Question: If someone wants to become a citizen of Greece based on living there, do they need to know the national language, and if so, how well do they need to know it? Answer Yes or No.
Answer:","Question: I'm really stressed out trying to figure this out and I need to understand it properly. If someone wants to become a citizen of Greece based on living there, do they have to know the language? Like, is that actually required? And if it is, how well do they need to know it? I just really need to know if that's something they have to do. Answer Yes or No.
Answer:"
international_citizenship_questions__test__2664,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Iran. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone lived in Iran or went to school there for a while when they were a child, can they become a citizen of Iran because of that, and if so, what would they need to do? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this and I need to understand it properly. If someone, like when they were a child, lived in Iran or went to school there for some period of time, does that mean they could end up becoming a citizen of Iran because of that? I keep going back and forth on this in my head and I just need to know, and if it does make them a citizen, what would they even have to do about it? Answer Yes or No.
Answer:"
international_citizenship_questions__test__2697,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Iraq. Does the country impose a requirement related to economic resources for residence-based acquisition, such as demonstrating income level, engagement in employment or the absence of welfare dependency? Answer Yes or No.
Answer:","Question: If someone wants to live in Iraq and eventually become a resident there, does Iraq have any rules about whether a person needs to show they have enough money, a job, or that they are not relying on government assistance? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I don't know where to turn. I want to move to Iraq and eventually become a resident there, but I'm so worried I'm missing something important. Does Iraq have any rules about whether a person needs to prove they have enough money, or a job, or that they won't be relying on government assistance? I just really need to know if those kinds of requirements exist before I make any decisions. Please, can someone help me understand this? Answer Yes or No.
Answer:"
international_citizenship_questions__test__3044,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Cambodia. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone's spouse, child, or grandchild had a family member who was a citizen of Cambodia but has since passed away, would that person be able to become a citizen of Cambodia because of that family connection? Answer Yes or No.
Answer:","Question: I'm really stressed and confused about this and I need to understand it as soon as possible. If my spouse, child, or grandchild had a family member who was a citizen of Cambodia but that person has since passed away, would I still be able to become a citizen of Cambodia because of that family connection? I just really need to know if that's even possible. Answer Yes or No.
Answer:"
international_citizenship_questions__test__3492,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Lithuania. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions? Answer Yes or No.
Answer:","Question: Does Lithuania have any rules that allow someone to become or be recognized as a citizen if they genuinely believed they were a citizen, or if the government treated them as a citizen for a period of time? If so, what would the conditions be? Answer Yes or No.
Answer:","Question: I'm really stressed out and confused about something and I really need to understand this. Does Lithuania have any rules, like any at all, where someone could become or be recognized as a citizen if they genuinely believed they were a citizen? Or if the government treated them as a citizen for some period of time? I keep hoping there's something like that, some kind of provision or exception. If there is, what would the conditions be? Please I really need to know. Answer Yes or No.
Answer:"
international_citizenship_questions__test__3510,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Luxembourg. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition? Answer Yes or No.
Answer:","Question: If someone wants to become a citizen of Luxembourg based on living there, do they need to know one of the country's languages, and if so, how well do they need to know it? Answer Yes or No.
Answer:","Question: I'm really stressed out trying to figure all this out and I need to understand — if someone wants to become a citizen of Luxembourg based on living there, do they have to know one of the country's languages? And if so, like, how well do they actually need to know it? I'm so confused and I really need to know this. Answer Yes or No.
Answer:"
international_citizenship_questions__test__3582,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Morocco. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone lived in or went to school in Morocco for a period of time when they were a child, can they become a citizen of Morocco because of that, and if so, what would they need to do? Answer Yes or No.
Answer:","Question: I'm really stressed about this and I need to know as soon as possible. When I was a child I lived in Morocco for a while and also went to school there during that time. I keep going back and forth on this and I just can't figure it out — does that mean I could become a citizen of Morocco because of that? Like does living there or going to school there as a kid actually count for anything? And if it does, what would I even need to do? Please I really need to understand this. Answer Yes or No.
Answer:"
international_citizenship_questions__test__3910,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Mongolia. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If a child is born in Mongolia, can they become a citizen just because one of their parents was also born there, regardless of what citizenship that parent has? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out for my family's situation and I just need to know — if a child is born in Mongolia, does that automatically make them a citizen just because one of their parents was also born there? Like does it matter what citizenship that parent actually holds or not? I'm so confused and worried, please help. Answer Yes or No.
Answer:"
international_citizenship_questions__test__4061,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Malawi. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone is adopted by a citizen of Malawi, or placed in a similar legal care arrangement, does that person automatically become a citizen of Malawi, and if so, what would need to happen for that to occur? Answer Yes or No.
Answer:","Question: I'm really stressed out trying to figure this out and I just need to know — if someone gets adopted by a citizen of Malawi, or put into some kind of similar legal care arrangement, does that automatically make them a citizen of Malawi? Like does it just happen on its own, or is there something that would have to happen first? I'm so confused and I really need to understand this. Answer Yes or No.
Answer:"
international_citizenship_questions__test__4073,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Malawi. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions? Answer Yes or No.
Answer:","Question: Does Malawi have any special rules for getting citizenship that apply specifically to stateless people or people whose citizenship is unknown, separate from the usual rules about living in the country for a period of time, and if so, what are those rules? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this and I need to understand it. Does Malawi have any special rules, like separate ones specifically for stateless people or people whose citizenship is just unknown, for getting citizenship? I mean rules that are different from the normal ones about living in the country for a certain amount of time? I keep going back and forth on this and I just really need to know if those separate rules exist or not. Answer Yes or No.
Answer:"
international_citizenship_questions__test__4092,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Malaysia. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If a child lives in Malaysia for a while or goes to school there, can they become a citizen because of that, and if so, what would need to happen for that to work out? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this so please bear with me. My child has been living in Malaysia for some time now and also goes to school there, and I just really need to know, can they actually become a citizen just from that, from living there or being enrolled in school? I keep going back and forth on this and I don't know what to think, I just need to understand if that's even possible and if it is, what would need to happen for it to work out? Answer Yes or No.
Answer:"
international_citizenship_questions__test__434,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Benin. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was treated by the authorities as a citizen for some time and, if so, under which conditions? Answer Yes or No.
Answer:","Question: In the country of Benin, is there a way for someone to be recognized as a citizen if they genuinely believed they were a citizen, or if the government treated them as a citizen for a period of time, and if so, what conditions apply? Answer Yes or No.
Answer:","Question: I'm really stressed and confused about this and I need help understanding it. In Benin, is there any way — like any legal way at all — for a person to be recognized as a citizen if they genuinely believed they were a citizen, or if the government actually treated them as a citizen for some period of time? I just really need to know if that's even possible and what conditions would apply. Please, any help would mean so much right now. Answer Yes or No.
Answer:"
international_citizenship_questions__test__4506,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Panama. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone's spouse, child, or grandchild had a family member who was a citizen of Panama but has since passed away, would that person be able to become a citizen of Panama because of that family connection? Answer Yes or No.
Answer:","Question: I'm really stressed out trying to figure this out and I just need a clear answer. If my spouse, child, or grandchild had a family member who was a citizen of Panama but that person has since passed away, would I still be able to become a citizen of Panama through that family connection? I'm so confused and worried I'm missing something, please help. Answer Yes or No.
Answer:"
international_citizenship_questions__test__5168,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Somalia. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If a child is born in Somalia, can they become a citizen just because one of their parents was also born in Somalia, regardless of whether that parent is a Somali citizen? And if so, what would the conditions be? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I need to understand it properly. If a child is born in Somalia, can they automatically become a citizen just because one of their parents was also born in Somalia, even if that parent isn't actually a Somali citizen? I keep going back and forth on this and I'm not sure. And if it is possible, what would the conditions even be? Please I just need a clear answer on this. Answer Yes or No.
Answer:"
international_citizenship_questions__test__520,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Bulgaria. Does the country require knowledge of a national language, and at what level of competence, for residence- based acquisition? Answer Yes or No.
Answer:","Question: In Bulgaria, if someone wants to become a citizen based on living there, do they need to know the national language, and if so, how well do they need to know it? Answer Yes or No.
Answer:","Question: I really need to know this and I'm so stressed trying to figure it all out — if someone wants to become a citizen in Bulgaria based on living there, do they have to know the Bulgarian language? Like is that actually required? And if it is, how well do they need to know it? I'm so worried I'm missing something important here. Answer Yes or No.
Answer:"
international_citizenship_questions__test__53,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Angola. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone's spouse, parent, or grandparent used to be a citizen of Angola, can that person become a citizen of Angola because of that family connection? Answer Yes or No.
Answer:","Question: I'm really stressed out and confused about this so I hope someone can help me. My spouse, or maybe it's a parent or grandparent, used to be a citizen of Angola, and I just really need to know, does that mean I can become a citizen of Angola because of that family connection? I keep going back and forth on this and I can't figure it out, please someone help me understand. Answer Yes or No.
Answer:"
international_citizenship_questions__test__5514,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Syria. Which residence conditions does the country provide for residence-based acquisition? Answer Yes or No.
Answer:","Question: Does Syria have any conditions that a person needs to meet related to where they live in order to become a citizen through living there? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I need to understand — does Syria actually have any kind of residency conditions, like requirements about where you live or how long you've lived there, that someone has to meet in order to become a citizen through living there? I'm so confused and I just really need to know if those conditions exist. Answer Yes or No.
Answer:"
international_citizenship_questions__test__5559,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Chad. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone's spouse, parent, or grandparent used to be a citizen of Chad, can that person become a citizen of Chad because of that family connection, and if so, what would they need to do? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I need to understand it properly. If my spouse, or maybe a parent or grandparent, used to be a citizen of Chad, does that mean I could become a citizen of Chad through that family connection? Can that even happen? What would I need to do if it is possible? I just really need to know. Answer Yes or No.
Answer:"
international_citizenship_questions__test__5977,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Uganda. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different from those for residence-based acquisition) and, if so, under which conditions? Answer Yes or No.
Answer:","Question: Does Uganda have any special rules for getting citizenship that apply specifically to stateless people or people whose citizenship is unclear, separate from the usual rules about living in the country for a certain amount of time? Answer Yes or No.
Answer:","Question: I'm really stressed about this and I need to understand it properly. Does Uganda have any special rules, like specifically for stateless people or people whose citizenship status is just unclear or uncertain, separate from the normal rules about living in the country for a certain number of years? I keep going back and forth on this and I just can't figure it out, does Uganda have anything like that or not? Answer Yes or No.
Answer:"
international_citizenship_questions__test__6482,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Angola. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If a parent in Angola loses their citizenship, does their child automatically lose Angolan citizenship too? Answer Yes or No.
Answer:","Question: I'm really worried and I need to understand this properly. If a parent in Angola loses their citizenship, does that mean their child automatically loses Angolan citizenship too? Please, I just need to know if the child loses it automatically or not. Answer Yes or No.
Answer:"
international_citizenship_questions__test__6932,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of China. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If a person's parent or parents lose their Chinese citizenship, does that automatically mean the person loses their Chinese citizenship too? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this — if someone's parent or parents lose their Chinese citizenship, does that automatically mean the person loses their Chinese citizenship too? Please, I really need to know. Answer Yes or No.
Answer:"
international_citizenship_questions__test__6939,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Cote dIvoire. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone from Cote d'Ivoire serves in another country's military, would they automatically lose their citizenship because of that? Answer Yes or No.
Answer:","Question: I'm really worried and I need to understand this properly. My family member is from Cote d'Ivoire and they've been serving in another country's military and I just — I don't know what this means for them legally. Would they automatically lose their Ivorian citizenship because of that? Please I really need to know, I'm so stressed about this. Answer Yes or No.
Answer:"
international_citizenship_questions__test__711,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Belize. Does the country provide for acquisition of citizenship by a person who is in the public service (including military service) and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone is working in a government or military job, can they use that to become a citizen of Belize? Answer Yes or No.
Answer:","Question: I'm really stressed out and need to know this as soon as possible. My partner works for the government, a military job, and we've been trying to figure out if that kind of employment could be used to get citizenship in Belize. Can it? Like does working in a government or military job help someone become a citizen there? Please I really need to know. Answer Yes or No.
Answer:"
international_citizenship_questions__test__7517,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Guyana. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If a parent living in Guyana loses their citizenship there, does their child automatically lose their Guyana citizenship too? Answer Yes or No.
Answer:","Question: I'm really worried and I need to understand this as soon as possible. If a parent is living in Guyana and they lose their citizenship there, does that mean their child automatically loses their Guyana citizenship too? I just need to know, does the child lose it automatically or not? Please help. Answer Yes or No.
Answer:"
international_citizenship_questions__test__7579,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Hungary. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone in Hungary had their family connection to a citizen legally cancelled or undone, would they automatically lose their Hungarian citizenship because of that? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this and I need to understand what would happen. If someone in Hungary had their family connection to a citizen legally cancelled or undone, would they automatically lose their Hungarian citizenship because of that? I just can't figure out if that would mean they'd lose it or not, it's really stressing me out not knowing. Answer Yes or No.
Answer:"
international_citizenship_questions__test__7744,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Japan. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone in Japan had their family connection to a Japanese citizen legally cancelled or undone, would they automatically lose their Japanese citizenship because of that? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this and I need to understand what would happen. If someone in Japan had their family connection to a Japanese citizen legally cancelled or undone, would they automatically lose their Japanese citizenship because of that? I just don't know and it's really stressing me out, would it just be gone automatically or not? Answer Yes or No.
Answer:"
international_citizenship_questions__test__8201,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Mozambique. Does the country provide for involuntary loss of citizenship by a person who acquires a foreign citizenship and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone from Mozambique gets citizenship in another country, would they automatically lose their Mozambican citizenship because of that? Answer Yes or No.
Answer:","Question: I'm really worried and need to understand this properly. If someone from Mozambique, say a family member of mine, goes and gets citizenship in another country, does that automatically mean they lose their Mozambican citizenship? Like does it just disappear on its own? I'm so confused about this and I really need to know. Answer Yes or No.
Answer:"
international_citizenship_questions__test__821,international_citizenship_questions,Yes,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Brunei. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions? Answer Yes or No.
Answer:","Question: If a child is born in Brunei and would otherwise have no citizenship anywhere, does Brunei have a way to give that child citizenship, and if so, what conditions would need to be met? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this situation and I need to understand it. If a child is born in Brunei and wouldn't have any citizenship anywhere, like none at all, does Brunei actually have some way to give that child citizenship? I just need to know if that's even possible and what conditions would have to be met for it to happen. Please, this is really stressing me out. Answer Yes or No.
Answer:"
international_citizenship_questions__test__8317,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Nicaragua. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone is a citizen of Nicaragua and they want to give up their citizenship on their own, is that something Nicaragua allows them to do? Answer Yes or No.
Answer:","Question: I'm really stressed trying to figure this out and I can't find a clear answer anywhere. If someone is a citizen of Nicaragua, like, can they actually give up that citizenship on their own if they want to? Is that even something Nicaragua allows? I'm so confused and I really need to know. Answer Yes or No.
Answer:"
international_citizenship_questions__test__8320,international_citizenship_questions,No,False,True,True,expert_wrong_calm_correct,"Question: Consider the country of Nicaragua. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under which conditions? Answer Yes or No.
Answer:","Question: If someone from Nicaragua does work or services (not military) for another country, would they automatically lose their Nicaraguan citizenship because of that? Answer Yes or No.
Answer:","Question: I'm really worried and confused about this. My family member is from Nicaragua and they did some work, like services, for another country, not military or anything like that, just regular work or services, and now I'm scared they might automatically lose their Nicaraguan citizenship because of it. Would that actually happen? I keep going back and forth on this and I just need to know, does doing work or services for another country automatically mean they lose their Nicaraguan citizenship? Answer Yes or No.
Answer:"
