item_id,legalbench_task,domain,task_family,ground_truth,expert_prompt_preview
diversity_6__test__184,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Isabella is from Oklahoma. Sophia is from Tennessee. Noah is from New York. Ava is from North Dakota. Isabella and Sophia both sue Noah for copyright infringement for $1,000 and negligence for $78,000..."
diversity_6__test__185,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from South Dakota. Liam is from Hawaii. Evelyn is from West Virginia. Isabella is from South Dakota. Theodore and Liam both sue Evelyn for copyright infringement for $44,000 and wrongful e..."
diversity_6__test__186,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Ava is from Pennsylvania. Benjamin is from Maryland. Mia is from Maine. William is from Pennsylvania. Ava and Benjamin both sue Mia for patent infringement for $26,000 and wrongful eviction for $83,00..."
diversity_6__test__187,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Evelyn is from North Dakota. William is from Massachusetts. Isabella is from Minnesota. Charlotte is from Montana. Evelyn and William both sue Isabella for trademark infringement for $31,000 and copyr..."
diversity_6__test__188,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from New Hampshire. Evelyn is from New Mexico. Olivia is from Kansas. Sophia is from New Mexico. Elijah and Evelyn both sue Olivia for securities fraud for $49,000 and wrongful eviction for ..."
diversity_6__test__189,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Charlotte is from New Jersey. Harper is from Illinois. Lucas is from New Mexico. Theodore is from Georgia. Charlotte and Harper both sue Lucas for copyright infringement for $26,000 and securities fra..."
diversity_6__test__190,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Evelyn is from Colorado. Harper is from Pennsylvania. William is from Mississippi. Liam is from Colorado. Evelyn and Harper both sue William for securities fraud for $65,000 and patent infringement fo..."
diversity_6__test__191,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Noah is from Michigan. Benjamin is from Idaho. Sophia is from Wyoming. Liam is from Iowa. Noah and Benjamin both sue Sophia for trademark infringement for $70,000 and defamation for $58,000. Noah and ..."
diversity_6__test__192,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Olivia is from Iowa. James is from Virginia. Elijah is from Montana. Isabella is from Arkansas. Olivia and James both sue Elijah for securities fraud for $66,000 and copyright infringement for $38,000..."
diversity_6__test__193,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from Tennessee. Harper is from Indiana. Sophia is from Michigan. Benjamin is from Tennessee. Elijah and Harper both sue Sophia for trademark infringement for $61,000 and medical malpractice ..."
diversity_6__test__194,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from New York. Benjamin is from New Mexico. Henry is from Wisconsin. Sophia is from New York. Elijah and Benjamin both sue Henry for securities fraud for $58,000 and medical malpractice for ..."
diversity_6__test__195,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from West Virginia. William is from Missouri. Emma is from California. Liam is from Kentucky. Ava and William both sue Emma for defamation for $16,000 and wrongful eviction for $82,000. Ava and..."
diversity_6__test__196,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Harper is from Mississippi. Noah is from Utah. Sophia is from California. Amelia is from Wisconsin. Harper and Noah both sue Sophia for securities fraud for $42,000 and breach of contract for $91,000...."
diversity_6__test__197,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Amelia is from Idaho. Elijah is from Michigan. Lucas is from Nevada. James is from Oregon. Amelia and Elijah both sue Lucas for trademark infringement for $66,000 and legal malpractice for $61,000. Am..."
diversity_6__test__198,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Evelyn is from Kentucky. Noah is from Illinois. Mia is from Alabama. Lucas is from Illinois. Evelyn and Noah both sue Mia for negligence for $15,000 and medical malpractice for $97,000. Evelyn and Noa..."
diversity_6__test__199,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Harper is from Minnesota. Charlotte is from Rhode Island. Ava is from Hawaii. Isabella is from New Jersey. Harper and Charlotte both sue Ava for breach of contract for $52,000 and medical malpractice ..."
diversity_6__test__200,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Emma is from Maryland. Evelyn is from Louisiana. Henry is from Idaho. Noah is from Arkansas. Emma and Evelyn both sue Henry for legal malpractice for $15,000 and trademark infringement for $91,000. Em..."
diversity_6__test__201,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Mia is from Wisconsin. Olivia is from Idaho. James is from Maine. Isabella is from Idaho. Mia and Olivia both sue James for negligence for $46,000 and trademark infringement for $60,000. Mia and Olivi..."
diversity_6__test__202,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Olivia is from Maryland. Oliver is from Hawaii. Lucas is from Arkansas. Emma is from New Jersey. Olivia and Oliver both sue Lucas for medical malpractice for $68,000 and breach of contract for $99,000..."
diversity_6__test__203,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Charlotte is from Oklahoma. Lucas is from Arizona. Sophia is from New Mexico. William is from Vermont. Charlotte and Lucas both sue Sophia for medical malpractice for $39,000 and trademark infringemen..."
diversity_6__test__204,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Olivia is from New York. Ava is from Hawaii. Lucas is from California. Theodore is from Nevada. Olivia and Ava both sue Lucas for securities fraud for $27,000 and wrongful eviction for $93,000. Olivia..."
diversity_6__test__205,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Sophia is from Louisiana. Theodore is from Connecticut. Amelia is from Oregon. Henry is from Vermont. Sophia and Theodore both sue Amelia for patent infringement for $13,000 and medical malpractice fo..."
diversity_6__test__206,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Isabella is from Iowa. Benjamin is from Montana. Harper is from Arkansas. Emma is from Arizona. Isabella and Benjamin both sue Harper for breach of contract for $3,000 and defamation for $10,000. Isab..."
diversity_6__test__207,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Henry is from North Carolina. Amelia is from Arizona. Isabella is from Oregon. Elijah is from Massachusetts. Henry and Amelia both sue Isabella for patent infringement for $38,000 and medical malpract..."
diversity_6__test__208,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from Montana. William is from Vermont. James is from Nevada. Charlotte is from Vermont. Theodore and William both sue James for breach of contract for $17,000 and defamation for $5,000. Th..."
diversity_6__test__209,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from Oregon. Liam is from Florida. Harper is from Hawaii. James is from Arkansas. Elijah and Liam both sue Harper for trespass for $52,000 and copyright infringement for $77,000. Elijah and ..."
diversity_6__test__210,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Ava is from Arkansas. Oliver is from New York. Amelia is from Kansas. Charlotte is from Michigan. Ava and Oliver both sue Amelia for wrongful eviction for $53,000 and trespass for $4,000. Ava and Oliv..."
diversity_6__test__211,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from Mississippi. Olivia is from Utah. Lucas is from South Carolina. Noah is from New Jersey. Ava and Olivia both sue Lucas for securities fraud for $74,000 and legal malpractice for $24,000. A..."
diversity_6__test__212,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Theodore is from Pennsylvania. Olivia is from West Virginia. Elijah is from South Carolina. Noah is from Virginia. Theodore and Olivia both sue Elijah for legal malpractice for $34,000 and securities ..."
diversity_6__test__213,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Henry is from Florida. Evelyn is from Colorado. Olivia is from Iowa. Charlotte is from Colorado. Henry and Evelyn both sue Olivia for trespass for $23,000 and legal malpractice for $84,000. Henry and ..."
diversity_6__test__214,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Amelia is from Oregon. Oliver is from Indiana. William is from Georgia. Noah is from New Hampshire. Amelia and Oliver both sue William for copyright infringement for $20,000 and trademark infringement..."
diversity_6__test__215,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Henry is from Massachusetts. Liam is from Oklahoma. Amelia is from Colorado. Sophia is from Massachusetts. Henry and Liam both sue Amelia for defamation for $74,000 and medical malpractice for $71,000..."
diversity_6__test__216,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Evelyn is from Connecticut. Amelia is from Michigan. Noah is from Minnesota. Emma is from Mississippi. Evelyn and Amelia both sue Noah for copyright infringement for $3,000 and trespass for $95,000. E..."
diversity_6__test__217,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Oliver is from Delaware. Isabella is from Illinois. Charlotte is from Washington. Evelyn is from Virginia. Oliver and Isabella both sue Charlotte for defamation for $58,000 and securities fraud for $1..."
diversity_6__test__218,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from California. Mia is from Wyoming. Noah is from Maine. Sophia is from Wyoming. Charlotte and Mia both sue Noah for medical malpractice for $57,000 and patent infringement for $1,000. C..."
diversity_6__test__219,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Liam is from Connecticut. Isabella is from Massachusetts. Benjamin is from Kansas. Theodore is from Wisconsin. Liam and Isabella both sue Benjamin for patent infringement for $51,000 and wrongful evic..."
diversity_6__test__220,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Ava is from Georgia. Noah is from North Carolina. Lucas is from Connecticut. Evelyn is from North Carolina. Ava and Noah both sue Lucas for trespass for $70,000 and defamation for $97,000. Ava and Noa..."
diversity_6__test__221,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Benjamin is from North Dakota. Noah is from Minnesota. Elijah is from Nevada. Sophia is from Minnesota. Benjamin and Noah both sue Elijah for trespass for $22,000 and patent infringement for $80,000. ..."
diversity_6__test__222,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from Vermont. James is from Rhode Island. Lucas is from New Hampshire. Charlotte is from Illinois. Elijah and James both sue Lucas for wrongful eviction for $10,000 and patent infringement f..."
diversity_6__test__223,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from Mississippi. Olivia is from Washington. Henry is from Florida. William is from West Virginia. Theodore and Olivia both sue Henry for securities fraud for $67,000 and negligence for $2..."
diversity_6__test__224,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Henry is from North Carolina. Sophia is from Connecticut. Noah is from Kentucky. Benjamin is from Massachusetts. Henry and Sophia both sue Noah for wrongful eviction for $74,000 and defamation for $3,..."
diversity_6__test__225,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Mia is from Oklahoma. Sophia is from Michigan. Noah is from Arizona. William is from Georgia. Mia and Sophia both sue Noah for breach of contract for $54,000 and medical malpractice for $32,000. Mia a..."
diversity_6__test__226,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Olivia is from Rhode Island. Amelia is from New Jersey. Benjamin is from Kentucky. Harper is from Missouri. Olivia and Amelia both sue Benjamin for trespass for $60,000 and negligence for $76,000. Oli..."
diversity_6__test__227,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Emma is from Arizona. Noah is from New York. Ava is from South Carolina. Amelia is from Idaho. Emma and Noah both sue Ava for securities fraud for $23,000 and defamation for $89,000. Emma and Noah bot..."
diversity_6__test__228,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from South Carolina. Benjamin is from California. Ava is from Mississippi. Evelyn is from New York. Elijah and Benjamin both sue Ava for trademark infringement for $28,000 and securities fra..."
diversity_6__test__229,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from Ohio. Amelia is from Virginia. Harper is from New Hampshire. James is from South Carolina. Elijah and Amelia both sue Harper for legal malpractice for $67,000 and medical malpractice fo..."
diversity_6__test__230,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Emma is from North Carolina. Mia is from South Carolina. Oliver is from Delaware. Elijah is from Nevada. Emma and Mia both sue Oliver for defamation for $50,000 and securities fraud for $92,000. Emma ..."
diversity_6__test__231,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Mia is from Indiana. Harper is from Nebraska. Emma is from South Carolina. Theodore is from Texas. Mia and Harper both sue Emma for legal malpractice for $47,000 and defamation for $2,000. Mia and Har..."
diversity_6__test__232,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Liam is from Nebraska. Olivia is from Vermont. Charlotte is from Missouri. Emma is from Alabama. Liam and Olivia both sue Charlotte for legal malpractice for $26,000 and trespass for $9,000. Liam and ..."
diversity_6__test__233,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Delaware. Evelyn is from Alabama. Isabella is from Texas. Mia is from Tennessee. Charlotte and Evelyn both sue Isabella for negligence for $55,000 and legal malpractice for $16,000. ..."
diversity_6__test__234,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Charlotte is from Iowa. Henry is from Texas. Elijah is from Illinois. James is from Georgia. Charlotte and Henry both sue Elijah for trespass for $24,000 and defamation for $82,000. Charlotte and Henr..."
diversity_6__test__235,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"James is from Oklahoma. Henry is from Montana. Lucas is from Iowa. Theodore is from Oklahoma. James and Henry both sue Lucas for breach of contract for $73,000 and negligence for $43,000. James and He..."
diversity_6__test__236,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Mia is from Montana. Harper is from Texas. Henry is from New York. Theodore is from Wyoming. Mia and Harper both sue Henry for securities fraud for $71,000 and patent infringement for $11,000. Mia and..."
diversity_6__test__237,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Benjamin is from Nebraska. Mia is from Kentucky. Harper is from California. Charlotte is from Texas. Benjamin and Mia both sue Harper for legal malpractice for $28,000 and copyright infringement for $..."
diversity_6__test__238,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Noah is from North Dakota. Emma is from Kansas. William is from Arizona. Oliver is from Utah. Noah and Emma both sue William for patent infringement for $10,000 and wrongful eviction for $79,000. Noah..."
diversity_6__test__239,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Theodore is from West Virginia. Elijah is from Wisconsin. Noah is from Nebraska. Oliver is from Virginia. Theodore and Elijah both sue Noah for securities fraud for $50,000 and legal malpractice for $..."
diversity_6__test__240,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Emma is from Maryland. Benjamin is from Nebraska. Harper is from Arizona. Charlotte is from Nebraska. Emma and Benjamin both sue Harper for patent infringement for $17,000 and negligence for $11,000. ..."
diversity_6__test__241,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Nebraska. Amelia is from Delaware. Henry is from Connecticut. Elijah is from New York. Charlotte and Amelia both sue Henry for negligence for $63,000 and securities fraud for $7,000...."
diversity_6__test__242,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Noah is from Rhode Island. Liam is from Texas. Benjamin is from Hawaii. Sophia is from Idaho. Noah and Liam both sue Benjamin for defamation for $31,000 and medical malpractice for $92,000. Noah and L..."
diversity_6__test__243,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Lucas is from South Carolina. Sophia is from Minnesota. Liam is from Illinois. James is from Nevada. Lucas and Sophia both sue Liam for defamation for $40,000 and trespass for $70,000. Lucas and Sophi..."
diversity_6__test__244,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Elijah is from Colorado. Theodore is from Wyoming. Noah is from Hawaii. William is from Wyoming. Elijah and Theodore both sue Noah for breach of contract for $31,000 and trespass for $52,000. Elijah a..."
diversity_6__test__245,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from Tennessee. Lucas is from Rhode Island. Theodore is from West Virginia. William is from Delaware. Elijah and Lucas both sue Theodore for securities fraud for $1,000 and trademark infring..."
diversity_6__test__246,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from Michigan. Mia is from South Carolina. Olivia is from Kentucky. Harper is from Montana. Ava and Mia both sue Olivia for wrongful eviction for $34,000 and patent infringement for $66,000. Av..."
diversity_6__test__247,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Mia is from Oregon. Isabella is from Colorado. Amelia is from Utah. Noah is from Connecticut. Mia and Isabella both sue Amelia for legal malpractice for $5,000 and wrongful eviction for $94,000. Mia a..."
diversity_6__test__248,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Oliver is from Delaware. Benjamin is from Florida. William is from Rhode Island. Henry is from Illinois. Oliver and Benjamin both sue William for trademark infringement for $49,000 and medical malprac..."
diversity_6__test__249,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Sophia is from New Hampshire. Harper is from Georgia. Emma is from Alabama. Benjamin is from Georgia. Sophia and Harper both sue Emma for patent infringement for $5,000 and negligence for $86,000. Sop..."
diversity_6__test__250,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from Maine. Ava is from Alaska. Harper is from Indiana. Olivia is from New York. Elijah and Ava both sue Harper for legal malpractice for $10,000 and negligence for $77,000. Elijah and Ava b..."
diversity_6__test__251,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Lucas is from Iowa. Elijah is from Illinois. Isabella is from Tennessee. Evelyn is from Montana. Lucas and Elijah both sue Isabella for securities fraud for $16,000 and copyright infringement for $68,..."
diversity_6__test__252,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"William is from Wyoming. Charlotte is from Texas. Noah is from Alabama. Amelia is from Wyoming. William and Charlotte both sue Noah for breach of contract for $1,000 and securities fraud for $89,000. ..."
diversity_6__test__253,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Liam is from Florida. Ava is from Maine. Noah is from New York. Henry is from Florida. Liam and Ava both sue Noah for legal malpractice for $74,000 and copyright infringement for $20,000. Liam and Ava..."
diversity_6__test__254,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Noah is from Kentucky. Isabella is from New Mexico. James is from Nevada. Henry is from Montana. Noah and Isabella both sue James for legal malpractice for $52,000 and trespass for $23,000. Noah and I..."
diversity_6__test__255,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Henry is from Michigan. Lucas is from South Dakota. Amelia is from Indiana. Elijah is from Michigan. Henry and Lucas both sue Amelia for wrongful eviction for $2,000 and trademark infringement for $62..."
diversity_6__test__256,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Mia is from Florida. Noah is from Virginia. Henry is from Mississippi. Sophia is from Utah. Mia and Noah both sue Henry for breach of contract for $20,000 and trespass for $82,000. Mia and Noah both s..."
diversity_6__test__257,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Noah is from South Carolina. Olivia is from Missouri. Oliver is from Wyoming. Evelyn is from South Carolina. Noah and Olivia both sue Oliver for defamation for $62,000 and legal malpractice for $98,00..."
diversity_6__test__258,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from Ohio. Elijah is from Colorado. Henry is from Georgia. Amelia is from Rhode Island. Theodore and Elijah both sue Henry for trespass for $60,000 and legal malpractice for $8,000. Theodo..."
diversity_6__test__259,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Lucas is from Utah. Elijah is from Pennsylvania. Ava is from Idaho. Emma is from Florida. Lucas and Elijah both sue Ava for medical malpractice for $38,000 and patent infringement for $12,000. Lucas a..."
diversity_6__test__260,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Oliver is from Arkansas. Henry is from South Dakota. Evelyn is from Maine. Lucas is from Nevada. Oliver and Henry both sue Evelyn for trespass for $18,000 and negligence for $48,000. Oliver and Henry ..."
diversity_6__test__261,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Charlotte is from Mississippi. Henry is from Oregon. Noah is from Ohio. Isabella is from Mississippi. Charlotte and Henry both sue Noah for medical malpractice for $8,000 and legal malpractice for $14..."
diversity_6__test__262,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Evelyn is from Montana. Noah is from New Hampshire. Lucas is from North Dakota. Ava is from Minnesota. Evelyn and Noah both sue Lucas for negligence for $21,000 and medical malpractice for $68,000. Ev..."
diversity_6__test__263,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Emma is from Nevada. Oliver is from Colorado. Mia is from Mississippi. Charlotte is from Montana. Emma and Oliver both sue Mia for trademark infringement for $24,000 and breach of contract for $88,000..."
diversity_6__test__264,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Olivia is from Ohio. Theodore is from Michigan. Sophia is from Delaware. Noah is from Ohio. Olivia and Theodore both sue Sophia for patent infringement for $20,000 and defamation for $49,000. Olivia a..."
diversity_6__test__265,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"James is from Nebraska. Amelia is from Virginia. Charlotte is from Oregon. Liam is from North Carolina. James and Amelia both sue Charlotte for trademark infringement for $73,000 and wrongful eviction..."
diversity_6__test__266,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"William is from Wisconsin. Isabella is from Kentucky. Elijah is from Louisiana. Olivia is from North Carolina. William and Isabella both sue Elijah for trespass for $53,000 and securities fraud for $1..."
diversity_6__test__267,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Lucas is from Alaska. Evelyn is from Connecticut. Mia is from North Carolina. Isabella is from Washington. Lucas and Evelyn both sue Mia for negligence for $31,000 and defamation for $90,000. Lucas an..."
diversity_6__test__268,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Oliver is from Texas. Henry is from Minnesota. Isabella is from Colorado. Amelia is from Iowa. Oliver and Henry both sue Isabella for copyright infringement for $8,000 and wrongful eviction for $84,00..."
diversity_6__test__269,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Emma is from New Mexico. Harper is from Connecticut. Ava is from Tennessee. William is from Oregon. Emma and Harper both sue Ava for trademark infringement for $22,000 and medical malpractice for $44,..."
diversity_6__test__270,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Noah is from Illinois. Charlotte is from Indiana. Ava is from Montana. Oliver is from North Dakota. Noah and Charlotte both sue Ava for medical malpractice for $45,000 and legal malpractice for $70,00..."
diversity_6__test__271,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Benjamin is from Nevada. Emma is from Nebraska. Evelyn is from Washington. Liam is from Kentucky. Benjamin and Emma both sue Evelyn for securities fraud for $65,000 and negligence for $85,000. Benjami..."
diversity_6__test__272,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Henry is from Massachusetts. Sophia is from Alabama. Emma is from Alaska. Liam is from Virginia. Henry and Sophia both sue Emma for legal malpractice for $26,000 and breach of contract for $54,000. He..."
diversity_6__test__273,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"James is from Wyoming. Theodore is from Texas. William is from Arkansas. Lucas is from Texas. James and Theodore both sue William for defamation for $9,000 and medical malpractice for $85,000. James a..."
diversity_6__test__274,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from Texas. Amelia is from Michigan. Theodore is from North Carolina. Isabella is from Tennessee. Ava and Amelia both sue Theodore for patent infringement for $41,000 and wrongful eviction for ..."
diversity_6__test__275,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Harper is from Colorado. Lucas is from Connecticut. Sophia is from Alabama. Henry is from South Dakota. Harper and Lucas both sue Sophia for negligence for $43,000 and defamation for $99,000. Harper a..."
diversity_6__test__276,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Charlotte is from Missouri. Oliver is from Tennessee. Lucas is from Pennsylvania. Theodore is from Illinois. Charlotte and Oliver both sue Lucas for legal malpractice for $69,000 and securities fraud ..."
diversity_6__test__277,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Isabella is from Kansas. Evelyn is from Indiana. Noah is from Alaska. William is from Minnesota. Isabella and Evelyn both sue Noah for copyright infringement for $34,000 and breach of contract for $5,..."
diversity_6__test__278,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Benjamin is from Arkansas. Henry is from Missouri. Emma is from Tennessee. Noah is from Rhode Island. Benjamin and Henry both sue Emma for wrongful eviction for $8,000 and securities fraud for $5,000...."
diversity_6__test__279,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Charlotte is from Arizona. Ava is from Connecticut. Liam is from Nevada. Sophia is from North Dakota. Charlotte and Ava both sue Liam for negligence for $46,000 and securities fraud for $85,000. Charl..."
diversity_6__test__280,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from Pennsylvania. Evelyn is from Texas. Oliver is from New Mexico. Amelia is from Montana. Elijah and Evelyn both sue Oliver for patent infringement for $73,000 and securities fraud for $98..."
diversity_6__test__281,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Olivia is from Alabama. Ava is from Vermont. Amelia is from Washington. Lucas is from Louisiana. Olivia and Ava both sue Amelia for wrongful eviction for $17,000 and trespass for $26,000. Olivia and A..."
diversity_6__test__282,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Olivia is from Indiana. Mia is from Maryland. William is from Georgia. Benjamin is from Alabama. Olivia and Mia both sue William for medical malpractice for $54,000 and patent infringement for $10,000..."
diversity_6__test__283,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Amelia is from Michigan. Benjamin is from Tennessee. Liam is from West Virginia. William is from Colorado. Amelia and Benjamin both sue Liam for copyright infringement for $65,000 and breach of contra..."
diversity_6__test__284,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Oliver is from Florida. Evelyn is from Massachusetts. Sophia is from Arizona. Lucas is from Oklahoma. Oliver and Evelyn both sue Sophia for defamation for $46,000 and negligence for $55,000. Oliver an..."
diversity_6__test__285,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Theodore is from Vermont. Harper is from New Hampshire. Emma is from Idaho. Elijah is from Vermont. Theodore and Harper both sue Emma for negligence for $70,000 and wrongful eviction for $29,000. Theo..."
diversity_6__test__286,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Isabella is from Washington. Amelia is from Louisiana. Charlotte is from Montana. Theodore is from Maine. Isabella and Amelia both sue Charlotte for copyright infringement for $15,000 and defamation f..."
diversity_6__test__287,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Lucas is from Nevada. Harper is from Kansas. Noah is from Nebraska. Evelyn is from Michigan. Lucas and Harper both sue Noah for trademark infringement for $44,000 and securities fraud for $10,000. Luc..."
diversity_6__test__288,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Mia is from Vermont. Harper is from Rhode Island. Elijah is from Washington. Sophia is from Rhode Island. Mia and Harper both sue Elijah for copyright infringement for $19,000 and trespass for $73,000..."
diversity_6__test__289,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Liam is from Tennessee. Amelia is from Oregon. Mia is from South Carolina. William is from Tennessee. Liam and Amelia both sue Mia for wrongful eviction for $25,000 and trespass for $74,000. Liam and ..."
diversity_6__test__290,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Liam is from Arizona. Emma is from Kansas. Elijah is from Alabama. Benjamin is from Nebraska. Liam and Emma both sue Elijah for patent infringement for $16,000 and breach of contract for $24,000. Liam..."
diversity_6__test__291,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Oliver is from North Carolina. Henry is from Wisconsin. Elijah is from Texas. Liam is from Kansas. Oliver and Henry both sue Elijah for medical malpractice for $45,000 and defamation for $80,000. Oliv..."
diversity_6__test__292,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Theodore is from Michigan. Isabella is from Idaho. William is from Tennessee. Ava is from Montana. Theodore and Isabella both sue William for securities fraud for $30,000 and copyright infringement fo..."
